IDCarro;Oficina;Servico;Mecanico;DataEntrada;DataSaida;Responsavel;Obs;ValorServico
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;20/01/2006;20/01/2006;emmanuel;foi trocado óleo e filtro.;20.50
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/01/2006;21/01/2006;silas;foi trocado no mesmo dia o filtro de óleo.interuptor de óleo.;40.50
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/01/2006;21/01/2006;amaury;;14.50
17;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;21/01/2006;21/01/2006;jonas;foi colocado dois pneus na dianteira .alinhado e balanceado.palheta do limpado.;300
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/01/2006;21/01/2006;lima;;14.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/01/2006;21/01/2006;lucio;;14.50
31;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;23/01/2006;23/01/2006;emmanuel;;133
31;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;23/01/2006;23/01/2006;emmanuel;no mesmo dia foi trocado o tensor da correia.conserto na caixa de fusivel.;185
30;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/01/2006;27/01/2006;robson;foi trocado so óleo.foi trocado no mesmo dia a alavanca da macha.;27.50
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/01/2006;27/01/2006;eduardo;foi trocado óleo e filtro.;20.50
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/01/2006;27/01/2006;fabio;foi trocado óleo e filtro de óleo.;20.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;27/01/2006;27/01/2006;junior;foi trocado so óleo;14.50
17;WCAR PEÇAS E SERVIÇOS;troca de coifa;Toinho;28/01/2006;28/01/2006;jonas;;40
48;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;28/01/2006;28/01/2006;tacio;foi trocado no mesmo dia o impulsor de partida.correia do alternador.;175
21;WCAR PEÇAS E SERVIÇOS;regulagem das válvulas;Toinho;27/01/2006;27/01/2006;reserva;;30
41;WCAR PEÇAS E SERVIÇOS;troca do benze motor de partida;Toinho;28/01/2006;28/01/2006;tony;esta peça foi trocado na garantia.;0
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/01/2006;21/01/2006;assis;foi trocado so óleo.;14.50
43;SENAI;renovação de inmetro;Toinho;27/01/2006;27/01/2006;ze felinto;;70
44;SENAI;renovação de inmetro;Toinho;27/01/2006;27/01/2006;erlando;;70
40;SENAI;renovação de inmetro;Toinho;27/01/2006;27/01/2006;tony;;70
45;SENAI;renovação de inmetro;Toinho;27/01/2006;27/01/2006;thiago;;70
41;SENAI;renovação de inmetro;Toinho;27/01/2006;27/01/2006;gutemberg;;70
31;WCAR PEÇAS E SERVIÇOS;troca do benze motor de partida;Toinho;27/01/2006;27/01/2006;emmanuel;;100
17;WCAR PEÇAS E SERVIÇOS;troca de junta homoc.;Toinho;01/02/2006;01/02/2006;jonas;foi trocado no mesmo dia a guarnição da bobina.tampa de óleo.;250
25;OSAKA IMPORTADOS LTDA;serviço de solda;Toinho;02/02/2006;02/02/2006;antonio;foi trocado a elice do eletroventilador.soda no radiador.;390
41;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;04/02/2006;04/02/2006;tony;foi colocado dois pneus na dianteira.alinhado e balanceado.;290
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;04/02/2006;04/02/2006;gutemberg;foi trocado filtro de óleo.;20.50
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;04/02/2006;04/02/2006;fia;;14.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;04/02/2006;04/02/2006;edson 1;;14.50
21;E.F.C.GÁS NATURAL;regulagem do gás;Toinho;06/02/2006;06/02/2006;fabio;foi trocado no mesmo dia o tanque de combustivel.;118
17;WCAR PEÇAS E SERVIÇOS;troca do sensor de velocidade;Toinho;07/02/2006;07/02/2006;jonas;foi feito uma regulagem no gás.;181
47;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;07/02/2006;07/02/2006;edson 1;foi trocado no mesmo dia o filtro de ar;140
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/02/2006;08/02/2006;ze felinto;foi trocado so óleo.;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/02/2006;12/02/2006;tony;foi trocado so óleo.;14.50
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/02/2006;12/02/2006;erlando;foi trocado so óleo.;14.50
21;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/02/2006;12/02/2006;reserva;foi trocado so óleo.;14.50
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/02/2006;13/02/2006;reserva;foi trocado so óleo.;14.50
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/02/2006;11/02/2006;rostanda;;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;12/02/2006;12/02/2006;fabio;foi trocado esta correia por igor.foi trocado no mesmo dia o tensor da correia.;120
50;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;11/02/2006;11/02/2006;edson 2;foi trocado por igor;40
40;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;11/02/2006;11/02/2006;junior;foi trocado no mesmo dia o tensor da correia por igor.correia do alternador;135
34;WCAR PEÇAS E SERVIÇOS;Troca de Bateria;Toinho;09/02/2006;09/02/2006;assis;;140
35;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;11/02/2006;11/02/2006;reserva;;70
35;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;11/02/2006;11/02/2006;junior;;201
57;ECO GÁS LTDA;reinstalação de equipamento de gás;igor;11/02/2006;11/02/2006;reserva;ref.inmetro.chave.emulador.cavalete.mangueira de gás.parafusos.comando.mola .faixas.mão de obra.;887
57;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;11/02/2006;11/02/2006;klebio;;0
57;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/02/2006;11/02/2006;klebio;;0
58;ECO GÁS LTDA;reinstalação de equipamento de gás;Toinho;11/02/2006;11/02/2006;reserva;;887
58;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;11/02/2006;11/02/2006;erlando;;0
58;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/02/2006;11/02/2006;erlando;;0
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/02/2006;15/02/2006;edson 2;foi trocado no mesmo dia o filtro de óleo.;20.50
44;WCAR PEÇAS E SERVIÇOS;troca do atuador de macha lenta;Toinho;16/02/2006;16/02/2006;erlando;;250
15;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;18/02/2006;18/02/2006;andre;foi feito uma limpeza do corpo de borboleta.;155
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/02/2006;18/02/2006;silas;foi trocado no mesmo dia o filtro de óleo.filtro de ar.;27.50
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/02/2006;18/02/2006;emmanuel;foi trocado so óleo.;14.50
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/02/2006;18/02/2006;lima;foi trocado no mesmo dia o filtro de óleo.;20.50
44;WCAR PEÇAS E SERVIÇOS;troca do cabo do acelerador;Toinho;18/02/2006;18/02/2006;reserva;regulagem e limpeza de modulo.descarbonizante.;95
41;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;18/02/2006;18/02/2006;tony;foi trocado dois pivos.bucha do tirante.bucha da bandeja.;236
34;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;16/02/2006;16/02/2006;assis;foi trocado a homoc do lado direito.bucha da bandeja do lado direito;242
34;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;21/02/2006;21/02/2006;assis;foi trocado no mesmo dia o filtro de combustivel.;253
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/02/2006;22/02/2006;assis;foi trocado no mesmo dia o filtro de óleo.;20.50
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/02/2006;23/02/2006;amaury;foi trocado no mesmo dia o filtro de óleo.;20.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/02/2006;22/02/2006;lucio;foi trocado so óleo.;14.50
15;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/02/2006;13/02/2006;andre;foi trocado so óleo.;14.50
15;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;25/02/2006;25/02/2006;andre;foi trocado no mesmo dia o farol do lado direito.um jogo de carlote.alinhado e balanceado.;350
52;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;25/02/2006;25/02/2006;silas;foi alinhado e balanceado no mesmo dia.;290
30;E.F.C.GÁS NATURAL;regulagem do gás;igor;24/02/2006;24/02/2006;robson;;15
41;E.F.C.GÁS NATURAL;regulagem do gás;igor;24/02/2006;24/02/2006;tony;;15
34;E.F.C.GÁS NATURAL;regulagem do gás;Toinho;24/02/2006;24/02/2006;assis;foi trocado no mesmo dia o filtro de ar.;20
35;E.F.C.GÁS NATURAL;regulagem do gás;igor;24/02/2006;24/02/2006;junior;foi trocado no mesmo dia o filtro de ar.;20
26;UNIDAS VEICULOS E SERVIÇOS LTDA.;manutenção do ar-condicionado;Toinho;23/02/2006;23/02/2006;ze felinto;;500
49;NOVO RUMO;Troca de Pneus;Toinho;24/02/2006;24/02/2006;tacio;;108.90
39;NOVO RUMO;Troca de Pneus;Toinho;24/02/2006;24/02/2006;tacio;foi trocado no mesmo dia um jogo de tração.;177.52
46;NOVO RUMO;Troca de Pneus;Toinho;24/02/2006;24/02/2006;tacio;foi trocado uma seta do lado direito.;123.65
59;NOVO RUMO;diversos moto;Toinho;16/02/2006;16/02/2006;antonio;;60
30;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;03/03/2006;03/03/2006;robson;foi trocado so óleo.;14.50
40;BRAZMOTORS VEICULOS E PEÇAS LTDA.;Troca de Bateria;Toinho;03/03/2006;03/03/2006;gutemberg;;139
17;WALDIR ACESSORIOS;troca do parabriza;Toinho;04/03/2006;04/03/2006;fabio;;150
31;AUTO ELÉTRICA DO GERALDO;troca do tanque do radiador;Toinho;02/03/2006;02/03/2006;emmanuel;;55
35;PROMAC;troca de bobina de inj;Toinho;08/03/2006;08/03/2006;junior;foi feito um reparo na central deste carro em cardoso que custou r$  350 reais.;610
31;JEOKAR AUTO PEÇAS LTDA.;troca de velas;Toinho;10/03/2006;10/03/2006;emmanuel;;35
61;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;02/03/2006;02/03/2006;tony;;0
61;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/03/2006;02/03/2006;tony;;0
61;E.F.C.GÁS NATURAL;reinstalação de equipamento de gás;Toinho;02/03/2006;02/03/2006;tony;






















foi colocado um redutor.emulador.mesclador.tubulação.faixa.placa.comando.mão de obra.n/f.;1050
62;E.F.C.GÁS NATURAL;reinstalação de equipamento de gás;igor;11/03/2006;11/03/2006;robson;foi colocado um redutor.emulador.tubulação.chave.m. Obra.n/f.faixa.comando.;950
62;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/03/2006;13/03/2006;sergio;;
62;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;13/03/2006;13/03/2006;edson 1;;0
43;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;14/03/2006;14/03/2006;ze felinto;;130
62;RADIOLAB SERVICE LTDA;instalação rádio;ivan;15/03/2006;15/03/2006;robson;;60
61;RADIOLAB SERVICE LTDA;instalação rádio;ivan;16/03/2006;16/03/2006;tony;;40
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;emmanuel;;14.50
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;tacio;;14.50
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;fia;foi trocado so óleo;14.50
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;eduardo;;14.50
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;lima;;44.50
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;ze felinto;foi trocado no mesmo dia o filtro de óleo.;24.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;igor;18/03/2006;18/03/2006;andre;;20.50
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;25/03/2006;25/03/2006;fabio;foi trocado no mesmo dia o filtro de óleo.;20.50
46;NOVO RUMO;troca de óleo;Toinho;25/03/2006;25/03/2006;andrea;;10
59;NOVO RUMO;troca de óleo;Toinho;25/03/2006;25/03/2006;reserva;;10
49;NOVO RUMO;troca de óleo;Toinho;25/03/2006;25/03/2006;tacio;;10
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;25/03/2006;25/03/2006;rostanda;foi trocado no mesmo dia o filtro de óleo.;20.50
52;WCAR PEÇAS E SERVIÇOS;troca do mangote de agua;Toinho;18/03/2006;18/03/2006;SILAS;;35
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;18/03/2006;18/03/2006;silas;;14.50
34;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;25/03/2006;25/03/2006;assis;foi colocado quatro pneus no mesmo dia .;535
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;25/03/2006;25/03/2006;assis;foi trocado so óleo.;14.50
17;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;25/03/2006;25/03/2006;fabio;foi feito uma revisão na eletrica em geraldo que custou r$ 10 reais.;55
53;WCAR PEÇAS E SERVIÇOS;alinhamento.balanciamento;Toinho;25/03/2006;25/03/2006;fia;;10
50;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;25/03/2006;25/03/2006;edson 2;;138
44;WCAR PEÇAS E SERVIÇOS;troca de rolamento;Toinho;25/03/2006;25/03/2006;andre;foi trocado dois rolamentos do motor de partida.;80
34;WCAR PEÇAS E SERVIÇOS;troca de rolamento;Toinho;25/03/2006;25/03/2006;;;80
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/03/2006;11/03/2006;edson 1;;14.50
25;RIBAMAR AUTO SERVICE;serviço de cabeçote;Toinho;10/03/2006;10/03/2006;antonio;foi pago r$ 120 reais do reboque.coletor de admissão.junta do cabeçote.filtro de óleo.junta do coletor de admissão.junta de tuche;1010
21;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;28/03/2006;28/03/2006;reserva;foi trocado so óleo.;14.50
45;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/03/2006;29/03/2006;thiago;foi trocado no mesmo dia o filto de óleo.;20.50
57;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/03/2006;29/03/2006;klebio;;14.50
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;25/03/2006;28/03/2006;edson 2;;14.50
34;SENAI;renovação de inmetro;Toinho;29/03/2006;29/03/2006;assis;;60
35;SENAI;renovação de inmetro;Toinho;28/03/2006;28/03/2006;junior;;60
31;SENAI;renovação de inmetro;Toinho;28/03/2006;28/03/2006;emmanuel;;60
48;SENAI;renovação de inmetro;Toinho;28/03/2006;28/03/2006;amaury;;60
47;SENAI;renovação de inmetro;Toinho;28/03/2006;28/03/2006;edson 1;;60
43;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;30/03/2006;30/03/2006;ze felinto;;45
41;AUTO ELÉTRICA DO GERALDO;troca do eletroventilador do radiador;geraldo;29/03/2006;29/03/2006;andre;;180
40;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;Toinho;30/03/2006;30/03/2006;gutemberg;;85
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/03/2006;11/03/2006;gutemberg;;14.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;11/03/2006;11/03/2006;junior;foi trocado so óleo.;14.50
34;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;01/04/2006;01/04/2006;assis;foi trocado no mesmo dia o tensor da correia dentada.;209
34;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;01/04/2006;01/04/2006;assis;foi trocado dois coxim.dois kits de rolamento trazeiro.bucha da barra de direção.prato da coluna.;250
35;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;01/04/2006;01/04/2006;junior;;275
35;WCAR PEÇAS E SERVIÇOS;troca de coifa;Toinho;01/04/2006;01/04/2006;junior;foi trocado no mesmo dia o jogo de pastilha de freio.pivo do lado esquerdo.coifa do lado direito.;145
41;WCAR PEÇAS E SERVIÇOS;troca de velas;Toinho;30/04/2006;30/04/2006;andre;foi trocado no mesmo dia o filtro de ar.;70
47;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;01/04/2006;01/04/2006;edson 1;;270
47;WCAR PEÇAS E SERVIÇOS;troca das sapatas de freio;Toinho;01/04/2006;01/04/2006;edson 1;foi trocado no mesmo dia um rolamento do lado esquerdo trazeiro.filtro de ar.;205
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/04/2006;01/04/2006;tacio;;14.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/04/2006;01/04/2006;edson 1;foi trocado no mesmo dia o filtro de óleo.filtro de ar.;35.50
17;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;tacio;;60
61;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;tony;;60
62;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;robson;;60
52;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;silas;;60
51;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;rostanda;;60
50;SENAI;renovação de inmetro;Toinho;31/03/2006;31/03/2006;edson 2;;60
58;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/04/2006;01/04/2006;erlando;;14.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;01/04/2006;01/04/2006;lucio;;20.50
26;CENTRAL DIESEL PEÇAS E SERVIÇOS LTDA.;troca de óleo;Toinho;31/03/2006;31/03/2006;ze felinto;foi feito uma lubrificação no mesmo dia.;120
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/04/2006;08/04/2006;reserva;foi trocado so óleo.;14.50
31;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;06/04/2006;06/04/2006;emmanuel;;55
41;WCAR PEÇAS E SERVIÇOS;troca do retrovisor;Toinho;06/04/2006;06/04/2006;andre;foi trocado o retrovisor lateral do lado direito.;85
61;WCAR PEÇAS E SERVIÇOS;troca de velas;Toinho;03/04/2006;03/04/2006;tony;;40
26;AUTO ELÉTRICA DO GERALDO;troca de rele;Toinho;03/04/2006;03/04/2006;ze felinto;;70
50;AUTO ELÉTRICA DO GERALDO;troca da correia do alternador;Toinho;31/03/2006;31/03/2006;edson 2;;25
41;WCAR PEÇAS E SERVIÇOS;troca da quemalheira do celta;Toinho;08/04/2006;08/04/2006;andre;;210
41;BRAZMOTORS VEICULOS E PEÇAS LTDA.;Troca de Bateria;Toinho;08/04/2006;08/04/2006;andre;;138
35;WCAR PEÇAS E SERVIÇOS;troca dos nylon da macha;Toinho;07/04/2006;07/04/2006;junior;;25
44;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;08/04/2006;08/04/2006;fabio;;135
44;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;08/04/2006;08/04/2006;fabio;;280
56;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;10/04/2006;10/04/2006;lima;;130
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/04/2006;12/04/2006;emmanuel;foi trocado so óleo.;14.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/04/2006;12/04/2006;junior;foi trocado no mesmo dia o filtro de óleo.;21.50
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/04/2006;12/04/2006;lima;foi trocado so óleo.;14.50
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;12/04/2006;12/04/2006;silas;foi trocado so óleo.;14.50
41;WCAR PEÇAS E SERVIÇOS;suspenção diversos;Toinho;13/04/2006;13/04/2006;andre;foi trocado dois amortecedores.pivo do lado esquerdo.caixa de direção.alinhamento.tampa do resevatorio.foi trocado no mesmo dia o benze do motor de partida.;846
51;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;15/04/2006;15/04/2006;rostanda;;50
51;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;15/04/2006;15/04/2006;rostanda;;55
44;AUTO ELÉTRICA DO GERALDO;troca de rolamento;Toinho;17/04/2006;17/04/2006;fabio;foi trocado dois rolamento do benze;88
52;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;20/04/2006;20/04/2006;silas;;130
61;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/04/2006;22/04/2006;tony;;14.50
61;WALDIR ACESSORIOS;capa de banco;Toinho;22/04/2006;22/04/2006;tony;;80
57;WALDIR ACESSORIOS;capa de banco;Toinho;22/04/2006;22/04/2006;klebio;este serviço não teve custo p/empresa;0
58;WALDIR ACESSORIOS;capa de banco;Toinho;22/04/2006;22/04/2006;erlando;este serviço não teve custo p/empresa.;0
17;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/04/2006;22/04/2006;tacio;;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/04/2006;22/04/2006;fabio;este carro passou p/reserva no dia 02/05/06;14.50
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;edson 2;foi trocado so óleo.;14.50
57;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;klebio;foi trocado so óleo.;14.50
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;fia;foi trocado no mesmo dia o filtro de óleo.;20.50
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/04/2006;26/04/2006;ze felinto;;14.50
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;assis;;14.50
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;reserva;foii trocado no mesmo dia a palheta do limpado.;24.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;andre;;14.50
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;rostanda;;14.50
65;E.F.C.GÁS NATURAL;reinstalação de equipamento de gás;Toinho;29/04/2006;29/04/2006;gutemberg;ref.reinstalação.cavalete.comando.faixa.tubulação.chave.emulador.inmetro.nota serviço.forro de banco.;950
65;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;gutemberg;;0
65;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;29/04/2006;29/04/2006;gutemberg;;0
64;E.F.C.GÁS NATURAL;reinstalação de equipamento de gás;Toinho;29/04/2006;29/04/2006;edson 1;;950
64;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;reserva;;0
64;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;29/04/2006;29/04/2006;reserva;;0
63;E.F.C.GÁS NATURAL;reinstalação de equipamento de gás;Toinho;29/04/2006;29/04/2006;amaury;foi comprado a + um redutor.val. De abastecimento.renovação de cilindro.;1440
63;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;29/04/2006;29/04/2006;amaury;;0
63;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;29/04/2006;29/04/2006;amaury;;0
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;06/05/2006;06/05/2006;eduardo;foi trocado so óleo.;14.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;06/05/2006;06/05/2006;lucio;foi trocado so óleo.;14.50
58;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;06/05/2006;06/05/2006;erlando;foi trocado so óleo;14.50
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/05/2006;13/05/2006;tacio;foi trocado so óleo.;14.50
45;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;06/05/2006;06/05/2006;thiago;;140
41;WCAR PEÇAS E SERVIÇOS;troca da palheta do limpado;Toinho;06/05/2006;06/05/2006;fabio;;30
48;AUTO ELÉTRICA DO GERALDO;troca do eletroventilador do radiador;Toinho;08/05/2006;08/05/2006;tacio;foi comprado este eletroventilador em jonas.geraldo cobrou 20 reais p/ trocar.;200
49;PNEUSHOP AUTOCENTER LTDA;diversos moto;Toinho;05/05/2006;05/05/2006;andrea;foi trocado os patins de freio.cabo de velocimetro.potão de ingnição e trocado quatro viseiras dos capacetes.;126
65;RADIOLAB SERVICE LTDA;instalação rádio;ivan;06/05/2006;06/05/2006;gutemberg;;51
63;RADIOLAB SERVICE LTDA;instalação rádio;ivan;06/05/2006;06/05/2006;amaury;foi colocado um suporte de mala.um cabo coaxial.;93
64;RADIOLAB SERVICE LTDA;instalação rádio;ivan;06/05/2006;06/05/2006;edson  1;;51
48;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;tacio;foi alinhado e balanceado.;305
47;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;andre;foi alinhado e balanceado.;305
51;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;rostanda;foi alinhado e balanceado.;305
62;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/05/2006;13/05/2006;edson 1;;14.50
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/05/2006;13/05/2006;silas;;14.50
49;MOTOSHOP VEICULOS E PEÇAS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;andrea;foi colocado um pneu na dianteira.;75
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;13/05/2006;13/05/2006;lima;;14.50
53;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;fia;foi alinhado e balanceado.;305
41;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;13/05/2006;13/05/2006;fabio;foi alinhado e balanceado.;305
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;19/05/2006;19/05/2006;emmanuel;foi trocado so óleo.;14.50
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;19/05/2006;19/05/2006;reserva;;14.50
